Product_ID,Product_Category,Product_Price,Discount_Applied,Return_Status,Return_Probability,Risk_Score
PROD00007659,Home,176.81,45.82,1,0.6151875464455104,61.52
PROD00008999,Books,441.33,49.97,1,0.6150206082784987,61.5
PROD00007136,Home,90.0,24.37,0,0.6149361153357099,61.49
PROD00009616,Books,288.95,20.06,0,0.6147116093901749,61.47
PROD00009453,Home,217.78,10.55,0,0.6146258029414862,61.46
PROD00006685,Electronics,28.62,43.16,0,0.6144505983544124,61.45
PROD00008381,Books,5.36,40.99,0,0.6136526818103888,61.37
PROD00006190,Books,63.79,28.03,1,0.6137298774347113,61.37
PROD00005916,Electronics,255.06,31.43,0,0.6132797963158026,61.33
PROD00007558,Toys,348.39,4.3,1,0.6132279561963544,61.32
PROD00006679,Clothing,66.78,18.18,0,0.6131019889550082,61.31
PROD00001193,Clothing,459.98,17.61,0,0.613111527275534,61.31
PROD00002541,Toys,49.89,47.66,0,0.6128753020252112,61.29
PROD00005713,Books,7.13,31.75,1,0.6127966360881923,61.28
PROD00006538,Home,99.16,37.82,1,0.612622560430563,61.26
PROD00002646,Clothing,85.98,35.5,0,0.6125212594560878,61.25
PROD00004014,Clothing,256.93,7.49,0,0.6122823053171427,61.23
PROD00002529,Clothing,379.97,44.89,0,0.6121005831719678,61.21
PROD00006389,Clothing,313.92,16.86,0,0.611936744526899,61.19
PROD00001366,Clothing,443.31,23.37,1,0.6113639024197777,61.14
PROD00005962,Toys,273.96,24.7,1,0.6112858638413924,61.13
PROD00006533,Home,243.67,39.48,0,0.6111977261802501,61.12
PROD00005958,Home,318.83,15.06,1,0.6110982056916551,61.11
PROD00001456,Clothing,235.29,16.98,1,0.6109448439693971,61.09
PROD00001023,Clothing,131.99,4.85,1,0.6109335503852055,61.09
PROD00009582,Toys,287.79,38.93,0,0.6105314970425305,61.05
PROD00003250,Electronics,226.48,32.3,1,0.610546781281033,61.05
PROD00002715,Clothing,108.29,22.11,1,0.6100301767915796,61.0
PROD00002981,Electronics,156.65,42.82,1,0.6094316808323569,60.94
PROD00003753,Books,122.7,29.11,1,0.6085124965150984,60.85
PROD00001571,Clothing,96.47,20.96,1,0.6084171476072718,60.84
PROD00005423,Books,158.46,39.19,1,0.6083439775830805,60.83
PROD00005466,Clothing,36.93,9.4,0,0.6079156471288508,60.79
PROD00003663,Clothing,401.04,38.8,0,0.6074211114830256,60.74
PROD00005384,Toys,288.18,39.84,0,0.6072992024052265,60.73
PROD00008033,Electronics,138.37,37.31,1,0.6070682732006181,60.71
PROD00001550,Books,286.67,10.16,1,0.6071081305436448,60.71
PROD00008388,Electronics,486.24,41.71,1,0.6063297010702172,60.63
PROD00001561,Electronics,205.52,49.99,1,0.606301150046291,60.63
PROD00000457,Electronics,297.63,45.52,0,0.6061047892760546,60.61
PROD00007704,Books,151.73,36.3,0,0.6060244372846505,60.6
PROD00000709,Clothing,228.78,10.66,0,0.6060253661019688,60.6
PROD00003381,Toys,169.05,28.59,0,0.6057058221851594,60.57
PROD00002445,Clothing,29.68,42.7,1,0.6057292202197817,60.57
PROD00009629,Clothing,317.66,8.11,1,0.6052030710172176,60.52
PROD00002040,Home,83.51,48.33,0,0.6047575960108325,60.48
PROD00008321,Electronics,296.27,7.55,0,0.604478738376067,60.45
PROD00002220,Electronics,49.04,7.34,1,0.6044262618228192,60.44
PROD00002624,Books,283.53,33.68,1,0.6043325352512042,60.43
PROD00006450,Home,160.68,3.25,0,0.6041964067411323,60.42
PROD00008331,Clothing,103.22,15.01,0,0.6039313369134767,60.39
PROD00002282,Books,102.0,24.68,1,0.6038046688725425,60.38
PROD00005004,Toys,64.35,26.75,1,0.603508288037994,60.35
PROD00008341,Electronics,192.01,46.17,0,0.6029936017324417,60.3
PROD00003952,Home,155.55,12.95,1,0.6029090965940723,60.29
PROD00004104,Clothing,327.64,35.97,1,0.6027490796782717,60.27
PROD00006957,Toys,166.99,19.97,0,0.6026796749046189,60.27
PROD00009894,Home,186.85,27.8,0,0.6024422161277484,60.24
PROD00008415,Electronics,219.27,39.84,1,0.6022105304051576,60.22
PROD00001064,Electronics,419.47,40.03,0,0.6020482009644298,60.2
PROD00000376,Clothing,363.54,46.68,1,0.6011858483912716,60.12
PROD00000283,Electronics,411.49,21.99,1,0.6010635763914612,60.11
PROD00002147,Electronics,144.28,45.56,1,0.6009645509161096,60.1
PROD00007622,Books,337.35,30.61,1,0.6009719225085614,60.1
PROD00002079,Clothing,417.16,16.49,0,0.6008136335905377,60.08
PROD00003187,Home,214.54,8.35,0,0.6006370457448993,60.06
PROD00006276,Clothing,140.86,18.11,1,0.6002287936922044,60.02
PROD00006300,Books,128.22,48.25,0,0.5999918644464582,60.0
PROD00007139,Home,452.21,37.68,0,0.5999225253561044,59.99
PROD00006194,Electronics,101.91,34.93,0,0.5992157780789412,59.92
PROD00003743,Books,198.28,44.0,1,0.5991115403077806,59.91
PROD00003579,Electronics,182.35,31.63,1,0.5988221939959905,59.88
PROD00003106,Home,47.29,18.85,1,0.5981080994413648,59.81
PROD00008616,Electronics,65.17,5.93,0,0.598020807461681,59.8
PROD00003641,Books,90.08,5.51,0,0.5974552206220437,59.75
PROD00001304,Electronics,129.12,28.1,0,0.597427720790005,59.74
PROD00008929,Books,147.86,45.66,0,0.5972206591737482,59.72
PROD00005544,Electronics,33.26,15.21,0,0.5968849685791808,59.69
PROD00002963,Clothing,37.68,3.56,1,0.5968050355816986,59.68
PROD00002883,Books,223.96,16.19,1,0.5968204513504027,59.68
PROD00005624,Books,180.5,7.16,0,0.5967554636266946,59.68
PROD00004577,Home,314.49,8.86,0,0.5963089014881585,59.63
PROD00007498,Clothing,240.27,18.26,0,0.5961681578243782,59.62
PROD00003969,Clothing,439.04,20.87,0,0.5958072533841579,59.58
PROD00003183,Clothing,81.14,25.62,0,0.5954059362592533,59.54
PROD00008125,Electronics,43.0,46.64,1,0.5942986014220623,59.43
PROD00005839,Clothing,63.9,1.3,0,0.5940882917245152,59.41
PROD00005912,Home,378.1,34.61,1,0.5940365876859611,59.4
PROD00009001,Toys,195.46,30.46,0,0.5937555408253409,59.38
PROD00009444,Clothing,198.46,21.72,1,0.5938233883626699,59.38
PROD00006252,Electronics,255.03,38.26,0,0.5937597256566097,59.38
PROD00003447,Toys,493.47,35.63,0,0.5937352664363815,59.37
PROD00007463,Clothing,211.31,34.3,0,0.5935610915753097,59.36
PROD00002677,Electronics,32.66,39.32,0,0.5935485808632666,59.35
PROD00000186,Clothing,360.81,49.0,1,0.5934210688666625,59.34
PROD00003292,Books,380.98,35.05,0,0.5934442946560473,59.34
PROD00001442,Toys,490.27,38.89,1,0.5931345485773724,59.31
PROD00006483,Books,486.03,32.85,0,0.5928201481141945,59.28
PROD00002517,Clothing,312.33,47.97,1,0.5924498676515748,59.24
PROD00002209,Books,166.74,27.49,0,0.5920491003273837,59.2
PROD00009091,Home,173.98,22.98,0,0.5919278606719239,59.19
PROD00001443,Clothing,229.06,31.38,0,0.591847811235008,59.18
PROD00000226,Books,143.01,46.55,0,0.5915880257832297,59.16
PROD00000554,Books,391.94,28.18,1,0.5914638138663156,59.15
PROD00000769,Clothing,29.51,3.39,0,0.5914093866160315,59.14
PROD00007040,Home,74.69,47.38,0,0.5909683885264899,59.1
PROD00001310,Books,390.61,12.16,1,0.5905415779304394,59.05
PROD00007037,Clothing,432.12,16.48,1,0.590537001691641,59.05
PROD00000601,Toys,39.22,24.47,1,0.5900233060690555,59.0
PROD00006462,Home,74.11,48.93,0,0.5899590402975303,59.0
PROD00002256,Home,99.09,15.0,0,0.5898866099062944,58.99
PROD00006734,Electronics,344.84,30.01,0,0.5893975267581817,58.94
PROD00001179,Toys,404.27,35.26,1,0.5892860356065657,58.93
PROD00004008,Electronics,248.23,40.97,0,0.58928413304769,58.93
PROD00003405,Toys,191.79,43.94,1,0.5891425685078093,58.91
PROD00005662,Home,61.25,16.95,1,0.5889762449193587,58.9
PROD00006338,Electronics,25.31,16.76,0,0.588994288079448,58.9
PROD00000583,Toys,460.49,4.81,1,0.5884707428123479,58.85
PROD00006402,Clothing,226.83,43.96,1,0.5881636026127478,58.82
PROD00000637,Home,14.86,22.43,0,0.5881124805908334,58.81
PROD00004121,Books,372.05,30.47,1,0.5878332317802825,58.78
PROD00005331,Books,8.01,28.09,1,0.5875643038019347,58.76
PROD00005175,Electronics,81.15,13.1,0,0.587542277077633,58.75
PROD00004447,Home,181.98,11.92,1,0.5874312745931468,58.74
PROD00000180,Clothing,233.21,2.79,0,0.5872743160451386,58.73
PROD00003775,Books,122.18,48.13,0,0.5869159573387811,58.69
PROD00002393,Home,460.87,38.62,1,0.5867708825086708,58.68
PROD00008128,Books,483.07,0.09,1,0.5866947457423344,58.67
PROD00009539,Books,126.6,41.84,0,0.5864392001274271,58.64
PROD00009032,Clothing,309.9,35.49,1,0.5863653810844487,58.64
PROD00003261,Toys,270.58,7.4,0,0.5861605340572178,58.62
PROD00001831,Home,168.91,42.55,1,0.5862045021173649,58.62
PROD00009302,Clothing,252.57,37.03,0,0.5861829352302023,58.62
PROD00007059,Books,8.07,7.41,0,0.5862295031592989,58.62
PROD00007668,Electronics,217.4,36.75,0,0.5861174143648467,58.61
PROD00005569,Electronics,159.18,14.37,1,0.5861200463327569,58.61
PROD00008908,Books,498.71,21.4,0,0.5860460138268068,58.6
PROD00007327,Clothing,313.72,13.86,0,0.5857697092139238,58.58
PROD00006777,Books,413.05,28.46,1,0.5853619034456413,58.54
PROD00001964,Books,482.64,17.64,0,0.5853295600830614,58.53
PROD00001982,Clothing,320.18,40.96,0,0.5851901089920332,58.52
PROD00009717,Clothing,356.94,16.04,1,0.5852335251522391,58.52
PROD00007633,Books,36.14,21.8,0,0.5851339885365469,58.51
PROD00000192,Clothing,178.98,21.41,0,0.584935900245842,58.49
PROD00009274,Electronics,81.86,18.81,1,0.5848497202541554,58.48
PROD00002724,Clothing,470.4,29.01,1,0.5846305879145385,58.46
PROD00007879,Books,230.02,39.76,1,0.5845369900717903,58.45
PROD00001856,Toys,430.34,15.63,1,0.5842103321744332,58.42
PROD00002899,Books,181.39,13.64,1,0.5839358684926862,58.39
PROD00001448,Home,10.79,31.73,1,0.5838643084348409,58.39
PROD00000814,Clothing,155.7,27.91,0,0.5838360267607419,58.38
PROD00000649,Electronics,393.02,15.11,1,0.5835518523948432,58.36
PROD00000830,Electronics,489.06,29.77,1,0.5830678365123964,58.31
PROD00008444,Electronics,236.58,43.31,1,0.5829295465782234,58.29
PROD00002170,Books,219.58,4.08,0,0.5824726006137116,58.25
PROD00004687,Toys,232.73,32.34,1,0.5821000008506428,58.21
PROD00003034,Books,27.96,20.07,1,0.5820004370637115,58.2
PROD00003904,Toys,23.06,11.39,1,0.5817396137840184,58.17
PROD00003717,Books,170.27,32.42,0,0.5815551364814913,58.16
PROD00006181,Books,361.48,45.19,1,0.5813014150296447,58.13
PROD00008115,Electronics,414.07,19.81,1,0.5811184643743801,58.11
PROD00003824,Home,231.4,38.7,0,0.5810744941282235,58.11
PROD00006821,Home,5.9,23.06,1,0.5811320145787304,58.11
PROD00007372,Electronics,139.17,18.37,1,0.5808781101479605,58.09
PROD00005981,Clothing,81.4,46.44,0,0.5805602647891773,58.06
PROD00003413,Toys,179.96,30.07,0,0.5804043500007565,58.04
PROD00008230,Clothing,224.81,0.34,1,0.5798783915183792,57.99
PROD00001369,Home,327.77,25.27,1,0.5797880013978798,57.98
PROD00004835,Clothing,101.46,5.39,1,0.5798465945955791,57.98
PROD00001707,Electronics,40.04,47.02,1,0.5792981152446753,57.93
PROD00006029,Clothing,303.23,44.84,0,0.5792119122354524,57.92
PROD00005913,Clothing,343.85,4.49,1,0.5791438484211514,57.91
PROD00005025,Books,296.48,19.87,1,0.5788127319626616,57.88
PROD00000652,Electronics,175.33,22.19,1,0.5787625214336415,57.88
PROD00006883,Clothing,188.06,47.38,1,0.5785445459933906,57.85
PROD00002746,Clothing,126.56,45.83,1,0.5783475471207288,57.83
PROD00001067,Home,144.91,34.91,1,0.578209400278815,57.82
PROD00008222,Home,256.64,47.29,0,0.5780867214308042,57.81
PROD00005834,Books,56.87,28.98,0,0.5773917286936336,57.74
PROD00008284,Electronics,53.76,34.75,0,0.5774457143681136,57.74
PROD00009797,Books,346.65,13.36,0,0.5772736490783351,57.73
PROD00006736,Home,207.73,46.17,1,0.5772274471479305,57.72
PROD00009593,Toys,334.0,46.56,1,0.5768686327565276,57.69
PROD00006293,Electronics,67.32,1.78,1,0.5768416820994299,57.68
PROD00005172,Toys,443.82,34.51,1,0.5767522220330956,57.68
PROD00003864,Books,463.42,15.55,0,0.5765703483486088,57.66
PROD00000556,Electronics,355.68,2.26,0,0.5764259686943419,57.64
PROD00004452,Home,82.81,25.51,0,0.576156604133239,57.62
PROD00000031,Electronics,481.73,20.03,0,0.5759156469928454,57.59
PROD00000284,Clothing,389.91,35.5,1,0.575936518218927,57.59
PROD00001432,Toys,259.22,48.43,1,0.5754366661121897,57.54
PROD00006748,Electronics,71.51,39.85,1,0.5752198197559979,57.52
PROD00006830,Books,374.79,6.05,0,0.5751876205375841,57.52
PROD00000119,Clothing,468.62,46.77,0,0.5749922973012064,57.5
PROD00000093,Home,230.9,26.62,1,0.574876810031486,57.49
PROD00001746,Toys,81.46,3.35,0,0.5747728825759282,57.48
PROD00004063,Clothing,362.15,19.44,1,0.5746781510989667,57.47
PROD00009206,Toys,468.41,38.5,0,0.5745222825059322,57.45
PROD00009437,Electronics,183.59,46.11,0,0.5743974622288097,57.44
PROD00005251,Clothing,31.45,20.31,0,0.5739971702923683,57.4
PROD00002903,Books,263.53,40.19,1,0.5736783100529472,57.37
PROD00001895,Clothing,205.54,39.84,0,0.5734456737751942,57.34
PROD00005110,Home,229.47,29.91,0,0.573202790102454,57.32
PROD00003221,Books,305.99,4.05,1,0.5732026625743694,57.32
PROD00009102,Electronics,217.16,33.38,0,0.5729795564191483,57.3
PROD00009214,Home,307.04,34.94,1,0.5728125941847941,57.28
PROD00004815,Home,185.73,34.6,0,0.5726957786813598,57.27
PROD00008344,Toys,119.76,29.07,0,0.5725475618736439,57.25
PROD00003285,Books,289.71,8.26,1,0.5723230725217625,57.23
PROD00002447,Books,100.2,31.93,0,0.5723109632102042,57.23
PROD00003281,Clothing,291.24,39.45,1,0.5721737101708548,57.22
PROD00005143,Electronics,71.13,8.88,1,0.5719720425825975,57.2
PROD00003767,Clothing,112.68,0.82,1,0.5718918755619828,57.19
PROD00000646,Toys,195.91,0.78,0,0.5718217990866858,57.18
PROD00006567,Books,485.82,40.06,1,0.5714436259304259,57.14
PROD00005530,Clothing,38.35,2.93,1,0.5713391408250511,57.13
PROD00004509,Home,33.99,6.0,1,0.5711812430346476,57.12
PROD00000256,Clothing,80.4,9.56,0,0.5711396043522219,57.11
PROD00006094,Toys,407.77,46.75,1,0.5710297123514019,57.1
PROD00003950,Clothing,222.05,8.77,1,0.5710170015066617,57.1
PROD00003759,Books,393.62,32.54,1,0.5705759925162672,57.06
PROD00005109,Toys,239.99,41.41,0,0.5701922714949257,57.02
PROD00006973,Toys,187.45,37.67,0,0.5699762050902764,57.0
PROD00002669,Toys,366.28,7.91,0,0.569877048366377,56.99
PROD00005883,Electronics,201.88,41.32,0,0.5699145136174963,56.99
PROD00003874,Books,64.17,16.56,0,0.5696384953698068,56.96
PROD00000915,Toys,129.34,5.02,1,0.5693917031247107,56.94
PROD00003345,Clothing,234.71,31.07,0,0.5691778153632843,56.92
PROD00002466,Books,203.26,45.75,1,0.5692032708493262,56.92
PROD00006750,Home,24.02,49.75,1,0.5691419119791955,56.91
PROD00000998,Electronics,355.25,44.2,1,0.5690575761160757,56.91
PROD00001842,Toys,198.84,12.06,0,0.5689155192331689,56.89
PROD00001960,Home,73.19,12.41,0,0.568874058331125,56.89
PROD00008217,Clothing,241.12,41.62,1,0.5687680668396959,56.88
PROD00003379,Electronics,482.0,28.9,0,0.5687181022874283,56.87
PROD00000146,Clothing,328.09,8.73,0,0.5687198361076645,56.87
PROD00004310,Clothing,389.06,4.23,0,0.5686893556248643,56.87
PROD00001924,Electronics,6.36,39.07,1,0.5686395151478267,56.86
PROD00001881,Clothing,17.41,6.13,0,0.5685425385670692,56.85
PROD00002134,Home,57.95,1.25,1,0.5684280817948908,56.84
PROD00002334,Electronics,480.49,18.76,1,0.5679018009663447,56.79
PROD00005413,Toys,414.28,30.5,1,0.5678387411971196,56.78
PROD00003843,Home,358.26,15.5,0,0.5677266058777195,56.77
PROD00007770,Electronics,359.26,28.86,1,0.5675079187283172,56.75
PROD00008541,Toys,436.91,29.1,1,0.5674499332824553,56.74
PROD00008099,Books,451.99,34.62,1,0.5672681711028841,56.73
PROD00001414,Home,99.37,38.78,1,0.5671099377034183,56.71
PROD00001294,Clothing,487.28,45.44,1,0.5669536925976226,56.7
PROD00004270,Books,220.41,16.06,1,0.5669461483293184,56.69
PROD00007983,Home,181.22,19.13,0,0.5668181306062683,56.68
PROD00008404,Electronics,311.28,6.42,1,0.5667398815701338,56.67
PROD00004877,Toys,382.05,16.52,0,0.5665157585899191,56.65
PROD00002486,Toys,253.19,9.06,1,0.5664285958211012,56.64
PROD00001504,Toys,23.68,23.0,1,0.5660150096992844,56.6
PROD00003335,Books,422.89,11.9,1,0.5659156321364931,56.59
PROD00007414,Electronics,147.31,5.42,0,0.5658364156477693,56.58
PROD00008379,Electronics,273.52,6.99,1,0.5657687288469785,56.58
PROD00004792,Electronics,318.82,1.2,1,0.5650891829891462,56.51
PROD00008280,Home,336.95,46.05,0,0.5650008571738122,56.5
PROD00004946,Electronics,126.67,44.19,0,0.5647405920317274,56.47
PROD00005206,Clothing,457.54,47.47,1,0.564685384247791,56.47
PROD00002683,Clothing,163.81,31.91,0,0.5647477758256866,56.47
PROD00004061,Toys,28.44,17.07,1,0.5644680025652571,56.45
PROD00003366,Books,132.08,44.7,0,0.5640648416377195,56.41
PROD00006614,Clothing,101.94,39.61,0,0.5640210160738254,56.4
PROD00001062,Toys,242.8,21.69,0,0.5639027262277239,56.39
PROD00009714,Books,88.25,31.71,1,0.5637687674204712,56.38
PROD00005511,Toys,406.91,30.28,0,0.5636681284847044,56.37
PROD00004421,Books,160.84,4.82,0,0.5636571636535618,56.37
PROD00001115,Home,483.36,24.87,0,0.5635558130593554,56.36
PROD00001802,Clothing,16.98,42.56,1,0.56343314793884,56.34
PROD00003631,Home,157.06,18.98,1,0.5634227577156782,56.34
PROD00003383,Clothing,309.67,6.76,0,0.563332759046916,56.33
PROD00008996,Clothing,277.28,3.94,0,0.5632089953351707,56.32
PROD00003456,Home,11.62,16.47,0,0.5631046680700775,56.31
PROD00006042,Clothing,27.86,45.46,0,0.5629648515367058,56.3
PROD00005265,Clothing,460.36,15.86,0,0.562956513859722,56.3
PROD00009537,Clothing,102.78,22.73,0,0.5630420620825874,56.3
PROD00005565,Home,246.85,19.11,0,0.5627893961337954,56.28
PROD00001819,Toys,310.36,38.16,1,0.5625876162689114,56.26
PROD00004096,Clothing,139.94,37.81,0,0.5625490034859247,56.25
PROD00000992,Toys,370.47,47.05,1,0.56241444284462,56.24
PROD00003963,Books,100.44,5.16,1,0.5624059665068571,56.24
PROD00008247,Electronics,384.47,10.79,0,0.5623680581314323,56.24
PROD00001022,Electronics,402.62,21.31,1,0.5623270182393888,56.23
PROD00001747,Electronics,223.6,18.67,0,0.5619665641144053,56.2
PROD00009039,Electronics,133.31,38.4,1,0.5619026555619013,56.19
PROD00005426,Home,406.02,42.79,0,0.56108689712235,56.11
PROD00004193,Toys,416.28,36.5,0,0.5609714167489334,56.1
PROD00009885,Toys,295.1,31.53,0,0.5609621602406178,56.1
PROD00005988,Home,312.54,30.62,0,0.5608542041281425,56.09
PROD00007064,Books,451.11,36.06,0,0.5609298298141948,56.09
PROD00003746,Electronics,13.55,30.22,1,0.5608626941157587,56.09
PROD00002042,Home,103.21,11.13,1,0.5608173003607333,56.08
PROD00003912,Books,380.25,42.44,1,0.5604945421422362,56.05
PROD00005474,Electronics,173.26,44.79,0,0.5603984837598684,56.04
PROD00001538,Clothing,433.06,9.95,0,0.5603250998536629,56.03
PROD00001401,Home,149.0,26.65,0,0.56029305429465,56.03
PROD00007950,Electronics,148.08,22.11,1,0.5599583483585255,56.0
PROD00008666,Clothing,292.63,34.99,1,0.559839486923937,55.98
PROD00000599,Clothing,439.5,7.15,1,0.5597656131668307,55.98
PROD00007117,Electronics,359.91,41.08,0,0.5596939319290029,55.97
PROD00005800,Electronics,101.3,27.68,0,0.5596985509447296,55.97
PROD00003518,Toys,98.94,16.72,0,0.5593670908291859,55.94
PROD00009826,Books,67.84,31.82,1,0.5592847203932492,55.93
PROD00005717,Home,217.15,16.6,0,0.5589110481511634,55.89
PROD00002272,Clothing,36.64,18.96,0,0.5588578872109249,55.89
PROD00006152,Clothing,404.96,49.86,0,0.5585334827294931,55.85
PROD00003510,Electronics,245.61,37.37,1,0.5580715919530287,55.81
PROD00000066,Books,142.71,19.05,0,0.5580707305768585,55.81
PROD00007697,Toys,399.83,27.99,0,0.5581456302903945,55.81
PROD00008835,Books,416.13,12.42,0,0.5579738766724336,55.8
PROD00005073,Home,109.9,23.36,0,0.5578380052254437,55.78
PROD00000262,Clothing,48.49,48.7,1,0.5577670679730241,55.78
PROD00000438,Clothing,61.43,7.99,0,0.5577675927281122,55.78
PROD00001053,Home,410.4,25.19,1,0.5575527430045009,55.76
PROD00008187,Books,66.22,20.76,0,0.5574426363701411,55.74
PROD00008847,Books,60.72,27.31,1,0.5573120195943215,55.73
PROD00005249,Home,79.03,25.38,0,0.5573306199405957,55.73
PROD00002332,Books,353.76,26.0,0,0.5572588375807656,55.73
PROD00004708,Clothing,52.8,36.99,0,0.5571857706144385,55.72
PROD00009144,Books,451.96,6.72,1,0.5571431828360757,55.71
PROD00006941,Books,435.03,18.04,1,0.5570033360402451,55.7
PROD00002874,Clothing,360.79,20.9,1,0.5567667713637524,55.68
PROD00009855,Toys,45.53,27.93,1,0.5565683614843804,55.66
PROD00002577,Electronics,420.95,48.6,1,0.5565651956878473,55.66
PROD00004703,Clothing,167.99,29.13,1,0.5564278326994038,55.64
PROD00000036,Electronics,115.82,23.76,1,0.5564047688211428,55.64
PROD00004179,Electronics,108.66,49.23,1,0.5563513287622234,55.64
PROD00006951,Home,85.8,40.94,0,0.5560616539750579,55.61
PROD00000876,Electronics,48.1,35.56,1,0.5559970557684203,55.6
PROD00003988,Books,50.52,29.6,1,0.5560355444350208,55.6
PROD00009623,Home,30.34,32.45,1,0.5557865312060437,55.58
PROD00003398,Clothing,324.78,7.26,0,0.5558217381228802,55.58
PROD00005351,Electronics,276.42,17.6,1,0.5556149954979461,55.56
PROD00009676,Books,494.86,48.76,0,0.5554922876542141,55.55
PROD00009067,Electronics,268.38,39.64,1,0.555317222938209,55.53
PROD00001806,Clothing,353.0,33.86,1,0.5552383409257284,55.52
PROD00003926,Clothing,239.88,48.81,0,0.5551795474879978,55.52
PROD00003052,Toys,226.55,37.26,0,0.5550816762094756,55.51
PROD00008454,Home,222.31,5.21,1,0.5546861416647212,55.47
PROD00007092,Books,453.04,36.78,0,0.554529363962802,55.45
PROD00002406,Books,402.92,29.81,0,0.5543399965791683,55.43
PROD00003821,Books,432.02,44.7,0,0.5542028852588858,55.42
PROD00006524,Books,142.99,2.3,0,0.5540694125166786,55.41
PROD00001004,Books,278.97,32.74,0,0.5540571086526344,55.41
PROD00009480,Electronics,142.71,35.09,1,0.5540487895438796,55.4
PROD00005615,Electronics,372.4,37.0,0,0.5535945896435855,55.36
PROD00005049,Home,205.51,29.1,1,0.5535310169536385,55.35
PROD00004562,Electronics,189.61,45.91,0,0.5534022461010982,55.34
PROD00001946,Electronics,376.97,29.27,1,0.5532641758683501,55.33
